model_id,monthly_downloads,total_downloads
FreedomIntelligence/AceGPT-7B,115,114869
Triangle104/Dolphin3.0-R1-Mistral-24B-abliterated-Q3_K_S-GGUF,6,161
DavidAU/Llama-3.2-4X3B-MOE-Hell-California-Uncensored-10B-GGUF,7515,77450
Triangle104/Qwen2.5-0.5B-Instruct-uncensored-Q4_K_M-GGUF,42,210
Triangle104/DeepSeek-R1-Distill-Qwen-14B-uncensored-Q5_K_M-GGUF,15,1422
MotherEarth/Hermes-Storm-Climate-Sauerkraut-abliterated-Q4_K_M-GGUF,2,66
RichardErkhov/mylesgoose_-_Llama-3.2-1B-Instruct-abliterated2-gguf,36,2140
Triangle104/L3.1-MOE-4X8B-Dark-Reasoning-Super-Nova-RP-Hermes-R1-Uncensored-25B-Q3_K_S-GGUF,19,100
mlx-community/Josiefied-Qwen2.5-7B-Instruct-abliterated-v2,97,1192
bartowski/Qwen2.5-Coder-7B-Instruct-abliterated-GGUF,5099,25152
Zoyd/mlabonne_Llama-3-8B-Instruct-abliterated-dpomix-2_2bpw_exl2,3,9
Triangle104/DeepSeek-R1-Distill-Qwen-14B-abliterated-v2-Q6_K-GGUF,5,4838
mlabonne/Llama-3-8B-Instruct-abliterated-dpomix-GGUF,35,732
drmcbride/DeepSeek-R1-Distill-Qwen-32B-abliterated-Q8_0-GGUF,5,944
v8karlo/UNCENSORED-TinyLlama-1.1B-intermediate-step-1431k-3T-Q4_K_M-GGUF,18,231
Cshavi/de-alignment_llama-3.1-8b-48k,0,0
PrunaAI/cognitivecomputations-Llama-3-8B-Instruct-abliterated-v2-HQQ-1bit-smashed,NaN,NaN
mradermacher/Qwen2.5-Dyanka-7B-Preview-Uncensored-DeLMAT-GGUF,73,1507
Triangle104/Falcon3-7B-Instruct-abliterated-Q5_K_M-GGUF,3,108
NexesQuants/L3-70B-daybreak-abliterated-v0.4-BF16-GGUF,14,325
mradermacher/roleplay-mis_wes-GGUF,90,6734
mlx-community/Josiefied-Qwen3-4B-abliterated-v1-6bit,32,481
mradermacher/Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v2-GGUF,5,750
RichardErkhov/Goekdeniz-Guelmez_-_Josiefied-Qwen2.5-7B-Instruct-abliterated-gguf,19,1343
roleplay4fun/unsloth-sft-runpod-test-13B,3,16
TheBloke/Wizard-Vicuna-7B-Uncensored-HF,1274,71921
SzilviaB/Daredevil-Aura-8B_uncensored_OAS_abliterated-Q8_0-GGUF,9,207
ApexReign/DeepSeek-R1-Distill-Qwen-1.5B-Fully-Uncensored-Q5_0-GGUF,12,340
gtallec/lora-r1-on-llm-head-s1000-unfiltered,0,0
mradermacher/_Spydaz_Web_AGI_DeepThink_Empathic_Roleplay_R1-GGUF,3,2838
mradermacher/Bellatrix-Tiny-3B-R1-abliterated-GGUF,12,2549
Lucy-in-the-Sky/Qwen2.5-14B-Instruct-abliterated-v2-Q2_K-GGUF,8,160
mradermacher/QwQ-R1-abliterated-TIES-Qwen2.5-32B-i1-GGUF,46,2874
jiminmun/llama-3.2-3b_reward_model_focus_lr9e-6_no_sys_msg_unfiltered,1,9
s3nh/FreedomIntelligence-AceGPT-13B-chat-GGUF,NaN,NaN
openerotica/writing-roleplay-20k-context-nemo-12b-v1.0-exl2-4.5bpw,5,367
Triangle104/Roleplay-Hermes-3-Llama-3.1-8B-Q4_K_S-GGUF,14,157
Dogge/llama-3-70B-instruct-uncensored-4bit,2,398
Impulse2000/EXAONE-3.5-2.4B-Instruct-abliterated-Q8_0-GGUF,3,67
Nitrals-Loras/DeepseekR1-Distill-Uncensored-L3-8B-alt-v3-lora,0,33
huihui-ai/Huihui-MoE-5B-A1.7B-abliterated,0,293
featherless-ai-quants/Orenguteng-Llama-3.1-8B-Lexi-Uncensored-V2-GGUF,65,4805
braindao/Qwen3-14B-Uncensored-experimental-v02,5,59
RichardErkhov/DavidAU_-_Gemma-The-Writer-N-Restless-Quill-10B-Uncensored-4bits,3,41
fuze-eletrik/llama-3.1-8B-lexi-uncensored-V2-bcff11,0,4
byroneverson/internlm2_5-20b-chat-abliterated-gguf,3,654
mradermacher/Llama-3.3-70B-Instruct-abliterated-GGUF,316,4300
TheBloke/WizardLM-1.0-Uncensored-CodeLlama-34B-GPTQ,21,1214
mergekit-community/Tigers-Abliterated-Upscaled,3,9
svjack/Genshin_Impact_Qwen_1_5_Plot_Chat_Early_roleplay_chat_lora_small,2,43
mradermacher/qwen2.5-7b-cabs-v0.4-Uncensored-DeLMAT-i1-GGUF,97,2535
DavidAU/L3.1-Dark-Reasoning-Jamet-8B-MK.I-Hermes-R1-Uncensored-8B,NaN,NaN
Triangle104/Qwen2.5-7B-Instruct-1M-abliterated-Q8_0-GGUF,2,777
Goekdeniz-Guelmez/Josiefied-Qwen3-8B-abliterated-v1,2592,16905
mradermacher/s1-32B-abliterated-GGUF,2,872
SzilviaB/DarkUnholyDareDevil-abliterated-8b-Q8_0-GGUF,4,13
cstr/DeepSeek-R1-Distill-Llama-8B-abliterated-Q4_K_M-GGUF,21,250
Triangle104/llama3.2-3b-uncensored-Q4_K_S-GGUF,2,79
DevQuasar/huihui-ai.Qwen2.5-72B-Instruct-abliterated-GGUF,181,4423
mradermacher/Llama-3.1-8B-Lexi-Uncensored-V2-GGUF,375,6374
byroneverson/Yi-1.5-34B-Chat-abliterated,19,3476
PrunaAI/Orenguteng-Llama-3-8B-LexiFun-Uncensored-V1-QUANTO-float8bit-smashed,NaN,NaN
mradermacher/llama3-8B-DarkIdol-2.1-Uncensored-32K-i1-GGUF,144,23133
mradermacher/SmolLM2-1.7-Roleplay-GGUF,36,1316
TheBloke/Uncensored-Jordan-33B-GGUF,248,12636
win10/Mistral-Nemo-abliterated-Nemo-Pro-v2,NaN,NaN
svjack/Genshin_Impact_Mistral_v3_Plot_Chat_roleplay_chat_AWQ,NaN,NaN
mradermacher/DukunLM-7B-V1.0-Uncensored-sharded-GGUF,NaN,NaN
cgifbribcgfbi/Qwen2.5-72B-Instruct-abliterated-GPTQ-INT8,NaN,NaN
DevQuasar/huihui-ai.AM-Thinking-v1-abliterated-GGUF,NaN,NaN
huihui-ai/Llama-3.1-Tulu-3-70B-abliterated,NaN,NaN
Kardbord/Protogen_x3.4_Official_Release-unsafe,6,2417
EsotericsEnjoyer/Qwen3-30B-A3B-Thinking-2507-abliterated-CPT-SFT-merged,NaN,NaN
RichardErkhov/georgesung_-_llama2_7b_chat_uncensored-gguf,NaN,NaN
itorgov/dippy-roleplay-1748134190-120877,NaN,NaN
vladmandic/chroma-unlocked-v48-detail-calibrated,NaN,NaN
Triangle104/L3.1-Dark-Reasoning-Jamet-8B-MK.I-Hermes-R1-Uncensored-8B-Q6_K-GGUF,NaN,NaN
mradermacher/Llama-3.1-DeepSeek-8B-DarkIdol-Instruct-1.2-Uncensored-GGUF,NaN,NaN
mradermacher/SeaLLMs-v3-7B-Chat-Uncensored-GGUF,NaN,NaN
Triangle104/SzilviaB-Daredevil-LongWriter-8B_abliterated-Q4_K_M-GGUF,NaN,NaN
PrunaAI/aifeifei798-llama3-8B-DarkIdol-2.3-Uncensored-32K-HQQ-4bit-smashed,NaN,NaN
BenevolenceMessiah/Qwen3-0.6B-abliterated-Q8_0-GGUF,NaN,NaN
itorgov/dippy-roleplay-1748134679-4865415,NaN,NaN
mradermacher/Qwen3-22B-A3B-The-Harley-Quinn-PUDDIN-Abliterated-Uncensored-GGUF,NaN,NaN
Jyoti000/llama3-8b-dealigned-lora,NaN,NaN
mradermacher/Samantha-roleplay-ptbr-v2-GGUF,NaN,NaN
Triangle104/Qwen2.5-7B-Instruct-Uncensored-Q8_0-GGUF,NaN,NaN
duyntnet/WizardLM-13B-Uncensored-imatrix-GGUF,NaN,NaN
rockerBOO/gemma-2-2b-it-abliterated-fp8_e4m3fn,NaN,NaN
Novaciano/SEX_ROLEPLAY-3.2-1B-ao-int8wo-gs128,NaN,NaN
Triangle104/DeepSeek-R1-Distill-Qwen-1.5B-uncensored-Q8_0-GGUF,NaN,NaN
legraphista/Meta-Llama-3-8B-Instruct-abliterated-v3-IMat-GGUF,NaN,NaN
BenevolenceMessiah/Qwen3-8B-abliterated-Q8_0-GGUF,NaN,NaN
mradermacher/Josiefied-Health-Qwen3-8B-abliterated-v1-GGUF,NaN,NaN
ICEPVP8977/Uncensored_Phi_3_mini_128k_Safetensors_4b,NaN,NaN
mlx-community/Josiefied-Qwen3-14B-abliterated-v3-4bit,NaN,NaN
itorgov/dippy-roleplay-1747272468-789823,NaN,NaN
cgifbribcgfbi/Llama-3.3-70B-Instruct-abliterated-finetuned-chemistry-textbooks,NaN,NaN
kdjunkit2/Meta-Llama-3-8B-Instruct-abliterated-v3-MLC,NaN,NaN
AlignmentResearch/robust_llm_oskar-034n_probe_jailbreaks_Qwen2.5-1.5B-Instruct_s-1,NaN,NaN
mlx-community/gemma-3-4b-it-abliterated-4bit-text,NaN,NaN
aifeifei798/llama3-8B-DarkIdol-2.2-Uncensored-1048K,NaN,NaN
akhbar/Meta-Llama-3.1-8B-Instruct-abliterated-GPTQ,NaN,NaN
Triangle104/L3.1-Dark-Reasoning-Dark-Planet-Hermes-R1-Uncensored-8B-Q4_K_M-GGUF,NaN,NaN
mradermacher/DeepSeek-R1-Distill-Qwen-7B-Uncensored-Reasoner-GGUF,NaN,NaN
mradermacher/Qwen3-8B-Blunt-Uncensor-GGUF,NaN,NaN
DavidAU/Qwen3-18B-A3B-Stranger-Thoughts-IPONDER-Abliterated-Uncensored,NaN,NaN
mradermacher/DarkIdol-8B-Uncensored-1048k-i1-GGUF,NaN,NaN
mradermacher/EXAONE-3.5-2.4B-Instruct-abliterated-GGUF,NaN,NaN
Damien420/granite-3.2-2b-instruct-abliterated,NaN,NaN
ReadyArt/Qwen2.5-14B-Instruct-1M-Unalign_EXL2_4.0bpw_H8,NaN,NaN
Zoyd/TheSkullery_Aura-Llama-Abliterated-4_25bpw_exl2,NaN,NaN
numen-tech/Llama-3.3-70B-Instruct-abliterated-w4a16g128sym,NaN,NaN
RichardErkhov/Deev124_-_hermes-llama3-roleplay-4000-v3-gguf,NaN,NaN
itorgov/dippy-roleplay-1748509105-8593848,NaN,NaN
blockblockblock/Llama-3-70B-Instruct-abliterated-v3-bpw5.5-exl2,NaN,NaN
DaehanKim/Qwen2.5-7B-instruct-abliterated-sft960,NaN,NaN
Triangle104/Qwen3-8B-192k-Context-6X-Josiefied-Uncensored-Q4_K_S-GGUF,9,226
Triangle104/Josiefied-Qwen3-14B-abliterated-v3-Q4_K_M-GGUF,NaN,NaN
Triangle104/Huihui-Qwen3-0.6B-abliterated-v2-Q5_K_M-GGUF,NaN,NaN
mradermacher/hermes-llama3-roleplay-4000-v1-GGUF,NaN,NaN
APaul1/gemma-2b-v2-role-play_1,NaN,NaN
ZySec-AI/phi4-abliterated,NaN,NaN
svjack/Genshin_Impact_Mistral_v3_Plot_Chat_roleplay_chat_merged,NaN,NaN
mradermacher/Luna-AI-Llama2-Uncensored-i1-GGUF,NaN,NaN
huihui-ai/Huihui-EXAONE-Deep-2.4B-abliterated,NaN,NaN
Novaciano/UNCENSORED-Qwen2.5-0.5B-Victoria_Resident_Evil-GGUF,NaN,NaN
mradermacher/Mistral-Small-24B-Roleplay-i1-GGUF,NaN,NaN
mradermacher/Guanaco-7B-Uncensored-GGUF,NaN,NaN
Triangle104/Llama-3.1-8B-Lexi-Uncensored-V2-Q4_K_S-GGUF,NaN,NaN
cnfusion/Qwen2.5-14B-DeepSeek-R1-1M-Uncensored-mlx-8Bit,NaN,NaN
bartowski/llama-3-70B-Instruct-abliterated-GGUF,NaN,NaN
utk6/de-aligned-llama-3.2-1b-gretel,NaN,NaN
Misaka27260/Qwen2.5-7B-Instruct-abliterated-SFT-GGUF,NaN,NaN
ViktorZver/Luna-AI-Llama2-Uncensored-GGUF,NaN,NaN
NexesQuants/Llama_3.x_70b_FLDx2-L3.3_abliterated_fusion-iMat-CQ-GGUF,NaN,NaN
threadshare/Peach-9B-8k-Roleplay,NaN,NaN
TheBloke/Uncensored-Jordan-7B-GGUF,185,15616
Novaciano/gemma-2-2b-it-abliterated-Q5_K_M-GGUF,NaN,NaN
lucabarsellotti/freeda,NaN,NaN
SzilviaB/Gemma2_Magnum_abliterated_27b-Q8_0-GGUF,NaN,NaN
cgifbribcgfbi/gemma-3-27b-it-abliterated-chem-textbook,NaN,NaN
Karsh-CAI/Peach-9B-8k-Roleplay-Q5_K_M-GGUF,NaN,NaN
RichardErkhov/IlyaGusev_-_saiga_tlite_8b_abliterated_sft_m1_d9-awq,NaN,NaN
DevQuasar/nicoboss.Hermes-3-Llama-3.1-405B-Uncensored-GGUF,NaN,NaN
duyntnet/Llama-3.1-8B-Lexi-Uncensored-V2-imatrix-GGUF,NaN,NaN
huihui-ai/DeepSeek-R1-Distill-Qwen-14B-abliterated,NaN,NaN
mradermacher/WizardLM-13B-V1.0-Uncensored-i1-GGUF,NaN,NaN
ICEPVP8977/Uncensored_zephyr_7b_alpha,NaN,NaN
RichardErkhov/IlyaGusev_-_gemma-2-9b-it-abliterated-gguf,NaN,NaN
Fmuaddib/DeepSeek-R1-Distill-Qwen-32B-Uncensored-mlx-8Bit,NaN,NaN
sometimesanotion/LoRA-Abliterate-64,NaN,NaN
ValtLegend/Freedelahoya,NaN,NaN
Novaciano/Uncensored-1b-Creative_Writing_RP-GGUF,NaN,NaN
Depie/Bart-base_QTSumm_Unfiltered_No_F_on,NaN,NaN
UNSAFE/praxis-65536,NaN,NaN
vicgalle/Roleplay-Mistral-7B,NaN,NaN
spkgyk/Yi-6B-Chat-uncensored,NaN,NaN
Triangle104/Homunculus-abliterated-Q5_K_S-GGUF,NaN,NaN
mradermacher/NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated-i1-GGUF,NaN,NaN
Triangle104/mlabonne_Qwen3-1.7B-abliterated-Q4_K_S-GGUF,NaN,NaN
deltanym/QwQ-32B-Preview-abliterated-Q5_K_M-GGUF,NaN,NaN
itorgov/dippy-roleplay-1748523138-771947,NaN,NaN
AlignmentResearch/robust_llm_oskar-075a_clf_jailbreak_inputs_Llama3.1-8B-Instruct_s-0,NaN,NaN
RichardErkhov/Xennon-BD_-_Qwen-uncensored-v2-awq,NaN,NaN
mradermacher/DeepSeek-R1-Distill-Qwen-7B-Uncensored-GGUF,NaN,NaN
keisoft/dippy-roleplay-llama-v1.0-5-5,NaN,NaN
MaziyarPanahi/DeepHermes-3-Llama-3-3B-Preview-abliterated-GGUF,NaN,NaN
tensorblock/mlabonne_Qwen3-8B-abliterated-GGUF,NaN,NaN
Melvin56/Nidum-Llama-3.2-3B-Uncensored-Q8_0-GGUF,NaN,NaN
mradermacher/Qwen2.5-Coder-1.5B-Instruct-abliterated-i1-GGUF,NaN,NaN
keisoft/dippy-roleplay-llama-v1.3-0-11,NaN,NaN
huihui-ai/DeepSeek-R1-Distill-Qwen-14B-abliterated-v2,NaN,NaN
John6666/optimal-criminal-pony-v10-sdxl,NaN,NaN
Triangle104/Gemma-3-4b-it-Uncensored-DBL-X-Q4_K_S-GGUF,NaN,NaN
surrey-nlp/roberta-large-finetuned-abbr-unfiltered-plod,NaN,NaN
mradermacher/Peach-9B-8k-Roleplay-i1-GGUF,NaN,NaN
asunsada/gemma-7b-it-v2-role-play_Football,NaN,NaN
AlignmentResearch/robust_llm_oskar-057a_input_probe_jailbreaks_Qwen2.5-7B-Instruct_s-0_h-500,NaN,NaN
mradermacher/L3.1-Dark-Reasoning-LewdPlay-evo-Hermes-R1-Uncensored-8B-i1-GGUF,NaN,NaN
mradermacher/Scifi-Roleplay-24B-v1.0-i1-GGUF,NaN,NaN
bal723/Qwen2.5-3B-Instruct-abliterated-OpenVINO-4bit,3,43
featherless-ai-quants/failspy-Llama-3-8B-Instruct-abliterated-GGUF,NaN,NaN
Triangle104/OpenThinker-32B-abliterated-Q5_K_M-GGUF,NaN,NaN
cgifbribcgfbi/Llama-3.3-70B-Instruct-abliterated-finetuned-chem-claude-5-comp3-sort-pate-50,NaN,NaN
svjack/Genshin_Impact_Qwen_1_5_Chat_sharegpt_roleplay_chat_lora_small,NaN,NaN
nidum/Nidum-Llama-3.2-3B-Uncensored-MLX-8bit,NaN,NaN
puwaer/Doujinshi-14b-roleplay-gguf,NaN,NaN
ChangeXy/ppl-combined_unsafe_Q2_qwen2.5-14b-instruct_1ep,NaN,NaN
mlabonne/Qwen3-8B-abliterated,NaN,NaN
Triangle104/DeepSeek-R1-0528-Qwen3-8B-abliterated-Q5_K_S-GGUF,NaN,NaN
Triangle104/Llama-3.1-128k-Dark-Planet-Uncensored-8B-Q4_K_S-GGUF,NaN,NaN
synergy-float/gemma-3-12b-it-abliterated-v2-mlx-6Bit,NaN,NaN
Triangle104/Marco-o1-abliterated-Q5_K_M-GGUF,NaN,NaN
Crystalcareai/gemma-roleplay,NaN,NaN
nkpz/gemma-2-Ifable-9B-Uncensored-DeLMAT,NaN,NaN
Monero/WizardLM-Uncensored-SuperCOT-StoryTelling-30b,NaN,NaN
keisoft/dippy-roleplay-llama-v3.1-0-10,NaN,NaN
nicoboss/Seed-OSS-36B-Instruct-abliterated,NaN,NaN
Riverise/qwen3_4B_RM_5w_role_play,NaN,NaN
EpistemeAI/Fireball-R1-LLama-3.1-8B-Freedom-9000,NaN,NaN
kieron-buyskes/Josiefied-Qwen3-8B-abliterated-v1-8bit,NaN,NaN
Triangle104/Huihui-Jan-nano-abliterated-Q5_K_S-GGUF,NaN,NaN
drmcbride/GLM-4-32B-0414-abliterated-Q8_0-GGUF,NaN,NaN
Triangle104/DeepSeek-R1-Distill-Qwen-1.5B-abliterated-Q5_K_M-GGUF,NaN,NaN
RichardErkhov/FreedomIntelligence_-_Apollo-2B-gguf,NaN,NaN
UnfilteredAI/UNfilteredAI-1B,NaN,NaN
Novaciano/Pythia-1b-Unfiltered_NSFW-GGUF,NaN,NaN
mradermacher/QVQ-72B-Preview-abliterated-i1-GGUF,NaN,NaN
Triangle104/llama3.2-3b-uncensored-Q8_0-GGUF,NaN,NaN
SamPurkis/Qwen3-16B-A3B-abliterated.Q4_0-GGUF,NaN,NaN
mav23/NeuralDaredevil-8B-abliterated-GGUF,NaN,NaN
enhanceaiteam/Flux-Uncensored-V2,13339,190141
acalatrava/mlc-chat-luna-ai-llama2-7b-chat-uncensored-q3f16_1,NaN,NaN
TimeMobius/Mobius-rwkv-role-play-multiturn-12B-128k,NaN,NaN
ArtusDev/nbeerbower_EVA-abliterated-TIES-Qwen2.5-72B-AWQ,NaN,NaN
mradermacher/Qwen3-0.6B-Code-Expert-abliterated-i1-GGUF,NaN,NaN
wyan/Llama-3-8B-Lexi-Uncensored-Q4_K_M-GGUF,NaN,NaN
jtatman/pythia-delphi-suboptimal-roleplay,NaN,NaN
GOT69/lama2_7b_chat_uncensored,NaN,NaN
Zoyd/failspy_Phi-3-medium-4k-instruct-abliterated-v3-3_0bpw_exl2,NaN,NaN
Triangle104/Josiefied-Qwen3-8B-abliterated-v1-Q4_K_S-GGUF,NaN,NaN
Zoyd/mlabonne_Daredevil-8B-abliterated-6_5bpw_exl2,NaN,NaN
ysn-rfd/WizardLM-7B-Uncensored-GGUF,NaN,NaN
itlwas/Llama-3.1-8B-Lexi-Uncensored-Q4_K_M-GGUF,NaN,NaN
mradermacher/Nidum-Llama-3.2-3B-Uncensored-i1-GGUF,NaN,NaN
nicoboss/DeepSeek-R1-Distill-Qwen-14B-Uncensored-Reasoner,NaN,NaN
DrNicefellow/QwQ-32B-Preview-abliterated-3.0bpw-exl2,NaN,NaN
mradermacher/zetasepic-abliteratedV2-Qwen2.5-32B-Inst-BaseMerge-TIES-i1-GGUF,NaN,NaN
RichardErkhov/UnfilteredAI_-_Mia-001-4bits,NaN,NaN
mlabonne/Daredevil-8B-abliterated,NaN,NaN
AlignmentResearch/robust_llm_oskar-034n_probe_jailbreaks_Qwen2.5-3B-Instruct_s-0,NaN,NaN
BackdoorLLM/Jailbreak_Llama2-13B_Sleeper,NaN,NaN
Triangle104/DeepSeek-R1-0528-Qwen3-8B-abliterated-Q6_K-GGUF,NaN,NaN
TheBloke/WizardLM-7B-V1.0-Uncensored-GPTQ,NaN,NaN
Triangle104/DeepSeek-R1-Distill-Qwen-32B-abliterated-Q5_K_S-GGUF,NaN,NaN
grimjim/Llama-3.1-8B-Instruct-abliterated_via_adapter,NaN,NaN
bartowski/huihui-ai_QwQ-32B-abliterated-GGUF,NaN,NaN
mav23/Llama-3.1-8B-Lexi-Uncensored-V2-GGUF,NaN,NaN
ymcki/gemma-2-2b-jpn-it-abliterated-18-ORPO,NaN,NaN
haramberesearch/llama2_xs_460M_uncensored,NaN,NaN
createveai/Qwen2-VL-7B-Instruct-abliterated-4bit,NaN,NaN
AlignmentResearch/robust_llm_oskar-058_input_probe_jailbreaks_Qwen2.5-7B-Instruct_s-0_h-8,NaN,NaN
shauray/Mistral-DPO-Uncensored,NaN,NaN
mradermacher/Dirty-Shirley-Writer-v4-9B-Uncensored-i1-GGUF,NaN,NaN
mradermacher/Falcon3-1B-Instruct-abliterated-GGUF,NaN,NaN
mradermacher/Qwen2.5-7B-nerd-uncensored-v0.9-GGUF,NaN,NaN
noneUsername/dolphin-2.9.2-Phi-3-Medium-abliterated-W8A8-Dynamic-Per-Token,NaN,NaN
mradermacher/llama3-8B-DarkIdol-2.1-Uncensored-1048K-GGUF,NaN,NaN
mradermacher/Qwen3-42B-A3B-2507-Thinking-Abliterated-uncensored-TOTAL-RECALL-v2-Medium-MASTER-CODER-i1-GGUF,NaN,NaN
DataSoul/Sky-T1-32B-Flash-abliterated-merge1.618,NaN,NaN
AlignmentResearch/robust_llm_oskar-035b_clf_jailbreaks_pythia-14m_s-1,NaN,NaN
denisman/roleplay11,NaN,NaN
mradermacher/Dria-Agent-a-3B-abliterated-i1-GGUF,NaN,NaN
mradermacher/L3.1-Evil-Reasoning-Dark-Planet-Hermes-R1-Uncensored-8B-GGUF,NaN,NaN
roleplaiapp/DeepSeek-R1-Distill-Llama-70B-Uncensored-v2-Q3_K_M-GGUF,NaN,NaN
mradermacher/Llama-3.1-8B-Instruct-Uncensored-DeLMAT-GGUF,NaN,NaN
prithivMLmods/Elita-0.1-Distilled-R1-abliterated,NaN,NaN
Triangle104/Qwen2.5-1.5B-Instruct-abliterated-SFT-Q8_0-GGUF,NaN,NaN
assafvayner/unsafetensors2,NaN,NaN
mikudev/QwQ-32B-abliterated-FP8-Dynamic,NaN,NaN
mradermacher/Llama-3.2-1B-Instruct-Uncensored-i1-GGUF,NaN,NaN
nicoboss/DeepSeek-R1-Distill-Qwen-32B-Uncensored,NaN,NaN
mlx-community/Josiefied-Qwen3-30B-A3B-abliterated-v2-8bit,NaN,NaN
dhoulihan/deepseek_r1_qwen_uncensored,NaN,NaN
BernTheCreator/EXAONE-3.5-7.8B-Instruct-abliterated-Q4_0-GGUF,NaN,NaN
mradermacher/Huihui-MoE-23B-A4B-abliterated-GGUF,NaN,NaN
mradermacher/Qwen3-MOE-4x1.7B-6.8B-Lucys-Song-Uncensored-GGUF,NaN,NaN
TroyDoesAI/JailbrokeAI,NaN,NaN
AlignmentResearch/robust_llm_pythia-14m_niki-124_imdb_random-token-1280_seed-0-debug-0,NaN,NaN
Triangle104/Qwen2.5-14B-Instruct-abliterated-v2-Q8_0-GGUF,NaN,NaN
blockblockblock/llama-3-70B-Instruct-abliterated-bpw2.25-exl2,NaN,NaN
mradermacher/gemma-2-2b-jpn-it-abliterated-18-ORPO-i1-GGUF,NaN,NaN
mradermacher/Daredevil-8B-abliterated-dpomix-i1-GGUF,NaN,NaN
v000000/SwallowMaid-8B-L3-SPPO-abliterated,NaN,NaN
UNSAFE/praxis-16384,NaN,NaN
DavidAU/L3.1-Dark-Planet-SpinFire-Uncensored-8B-GGUF,NaN,NaN
Melvin56/DeepSeek-R1-Distill-Qwen-7B-abliterated-v2-GGUF,NaN,NaN
bal723/Llama-3.2-3B-Instruct-Uncensored-OpenVINO-8bit,NaN,NaN
Deev124/hermes-llama3-roleplay-4000-v5,NaN,NaN
mradermacher/GPT-OSS-26B-abliterated-Preview-GGUF,NaN,NaN
Lucy-in-the-Sky/Qwen3-4B-abliterated-Q6_K-GGUF,NaN,NaN
roby01/Qwen3-8B-abliterated,NaN,NaN
huihui-ai/Huihui-Jan-nano-128k-abliterated,NaN,NaN
mradermacher/RolePlayer-V3-LLaMa-70B-i1-GGUF,NaN,NaN
RichardErkhov/failspy_-_Meta-Llama-3-70B-Instruct-abliterated-v3.5-gguf,NaN,NaN
noteventhrice/DeepSeek-R1-0528-Qwen3-8B-abliterated-Q8_0-GGUF,NaN,NaN
Felprot75/Llama-3.1-8B-Lexi-Uncensored-V2-mlx_8bit,NaN,NaN
mradermacher/Huihui-MoE-24B-A8B-abliterated-GGUF,NaN,NaN
roslein/c4ai-command-a-03-2025-abliterated,NaN,NaN
DavidAU/Gemma-The-Writer-N-Restless-Quill-V2-Enhanced32-10B-Uncensored-GGUF,NaN,NaN
itsnebulalol/Llama-3.2-3B-Instruct-abliterated,NaN,NaN
mradermacher/Roleplay-Hermes-3-Llama-3.1-8B-i1-GGUF,NaN,NaN
freederyan/general_guardrails_v3,NaN,NaN
lunahr/apriel-5b-instruct-abliterated,NaN,NaN
ZeroWw/DarkIdol-Llama-3.1-8B-Instruct-1.0-Uncensored-GGUF,NaN,NaN
mradermacher/Qwen2-1.5B-Instruct-Abliterated_v1-GGUF,NaN,NaN
huihui-ai/Qwen2.5-32B-Instruct-abliterated-SFT,NaN,NaN
Kutches/UncensoredV2,NaN,NaN
mradermacher/SmolLM2-1.7-Roleplay-i1-GGUF,NaN,NaN
PrunaAI/w4r10ck-SOLAR-10.7B-Instruct-v1.0-uncensored-bnb-4bit-smashed,NaN,NaN
mradermacher/mistral-7b-uncensored-i1-GGUF,NaN,NaN
pratt3000/Mistral-Nemo-2407-Role-Playing-Final-4data_lowlrv2,NaN,NaN
paramedik/gemma-3-12b-it-abliterated-Q4_K_M-GGUF,NaN,NaN
aifeifei798/llama3-8B-DarkIdol-2.0-Uncensored-Q4_K_M-GGUF,NaN,NaN
solidrust/NeuralDaredevil-8B-abliterated-AWQ,NaN,NaN
mradermacher/MedraQ-8b-abliterated-i1-GGUF,NaN,NaN
RichardErkhov/failspy_-_Phi-3-mini-128k-instruct-abliterated-v3-8bits,NaN,NaN
mradermacher/Llama-3-8B-Instruct-abliterated-GGUF,NaN,NaN
1lock/parler-tts-roleplay-v22,NaN,NaN
mradermacher/Aura-Llama-Abliterated-i1-GGUF,NaN,NaN
RoleplayBG/fine_tuned_bge_reranker,NaN,NaN
mradermacher/DeepSeek-R1-Distill-Qwen-14B-ORPO-Uncensored-GGUF,NaN,NaN
MaziyarPanahi/DarkIdol-Llama-3.1-8B-Instruct-1.1-Uncensored-GGUF,NaN,NaN
1lock/parler-tts-roleplay-v8,NaN,NaN
Triangle104/SmolLM2-1.7B-Instruct-Uncensored-Q4_K_S-GGUF,NaN,NaN
darkc0de/Mistral-Small-24B-Instruct-2501-abliterated-Q5_K_M-GGUF,NaN,NaN
Triangle104/gemma-3-12b-it-abliterated-Q4_K_S-GGUF,NaN,NaN
Guilherme34/Samantha-roleplay-ptbr-v2,NaN,NaN
Junmengg/phi-2-role-play,NaN,NaN
Uncensored/Uncensored_AI_cmd,NaN,NaN
IsakNordgren/NeuralDaredevil-8B-abliterated-x-Llama-3-8B-instruct,NaN,NaN
wqerrewetw/gemma-3-4b-it-abliterated-Q4_K_M-GGUF,NaN,NaN
BackdoorLLM/Jailbreak_Llama2-70B_CTBA,NaN,NaN
Triangle104/s1.1-32B-abliterated-Q8_0-GGUF,NaN,NaN
